Parcours (ID);Parcours (libellé court);Ligne (ID);Ligne (nom court);Point d'arrêt (ID);Point d'arrêt (nom);Ordre;Montée autorisée;Descente autorisée
0068-A-4507-1529;;0068;68;3506;Décoparc;7;true;true
0001-B-3028-2126;;0001;C1;2125;Chêne Germain;35;true;true
0068-B-1529-4507;;0068;68;2860;Robiquette;6;true;true
0002-A-2844-1071;;0002;C2;2844;Champ Daguet;1;true;true
0068-B-1529-4507;;0068;68;3516;Décoparc;7;true;true
0002-A-2844-1071;;0002;C2;2812;Forge;8;true;true
0068-B-1529-4507;;0068;68;4503;Flume;9;true;true
0002-A-2844-1071;;0002;C2;1101;Trois Croix;14;true;true
0068-B-1529-4507;;0068;68;4511;Prés Verts;11;true;true
0002-A-2844-1071;;0002;C2;1050;Les Lices;22;true;true
0070-A-3951-9222;;0070;70;2423;Cour Neuve;9;true;true
0002-A-2844-1071;;0002;C2;1091;Place de Bretagne;23;true;true
0071-A-3951-1724;;0071;71;2451;Gentilhommière;12;true;true
0002-A-2844-1071;;0002;C2;1060;Piré;29;true;true
0071-A-3951-1724;;0071;71;2432;J. Sébastien Bach;13;true;true
0002-A-2844-1071;;0002;C2;1064;Lycée Descartes;33;true;true
0071-A-3951-1724;;0071;71;2430;Betton Rue de Rennes;15;true;true
0002-B-1071-2844;;0002;C2;1072;CARSAT;2;true;true
0071-A-3951-1724;;0071;71;2827;Maison Blanche;18;true;true
0002-B-1071-2844;;0002;C2;1074;Gohier;4;true;true
0071-A-3951-1724;;0071;71;1159;Hôtel de Région;20;true;true
0002-B-1071-2844;;0002;C2;1081;Bourgeois;11;true;true
0071-A-4604-1724;;0071;71;2432;J. Sébastien Bach;8;true;true
0002-B-1071-2844;;0002;C2;1096;Anatole France;23;true;true
0071-B-1724-3951;;0071;71;2829;Maison Blanche;4;true;true
0002-B-1071-2844;;0002;C2;1099;Saint-Martin;25;true;true
0071-B-1724-3951;;0071;71;4610;Chopinais;12;true;true
0002-B-1071-2844;;0002;C2;1102;Donelière;28;true;true
0071-B-1724-3951;;0071;71;4602;Fonderies;15;true;true
0002-B-1071-2844;;0002;C2;1371;Lycée Mendès France;29;true;true
0071-B-1724-3951;;0071;71;4603;Pommiers;16;true;true
0002-B-1071-2844;;0002;C2;2819;Forge;33;true;true
0071-B-1724-4603;;0071;71;1724;Les Gayeulles;1;true;true
0002-B-1071-2844;;0002;C2;2822;Discalceat;34;true;true
0071-B-1724-4603;;0071;71;1491;Saint-Laurent;3;true;true
0002-B-1071-2844-2807;;0002;C2;1076;Monnet;6;true;true
0071-B-1724-4603;;0071;71;2829;Maison Blanche;4;true;true
0002-B-1071-2844-2807;;0002;C2;1078;Lycée Descartes;8;true;true
0071-B-1724-4603;;0071;71;2412;Betton Vallée;5;true;true
0002-B-1071-2844-2807;;0002;C2;1082;Piré;12;true;true
0072-A-1315-4708;;0072;72;1315;République;1;true;true
0002-B-1071-2844-2807;;0002;C2;1213;Croix Saint-Hélier;13;true;true
0072-A-1315-4708;;0072;72;1534;Henri Fréville;2;true;true
0002-B-1071-2844-2807;;0002;C2;1051;Place de Bretagne;18;true;true
0072-A-1315-4708;;0072;72;1270;Félix Eboué;5;true;true
0002-B-1071-2844-2807;;0002;C2;1094;Brest Verdun;21;true;true
0072-A-1315-4708;;0072;72;2923;Cornouaille;14;true;true
0002-B-1071-2844-2807;;0002;C2;1096;Anatole France;23;true;true
0072-A-1315-4708;;0072;72;2924;Argoat;15;true;true
0002-B-1071-2844-2807;;0002;C2;1041;Trois Croix;27;true;true
0072-A-1315-4708;;0072;72;4701;Point du Jour;27;true;true
0002-B-1071-2844-2807;;0002;C2;2814;CHP Saint-Grégoire;31;true;true
0072-A-1534-2945;;0072;72;1534;Henri Fréville;1;true;true
0002-B-1071-2844-2807;;0002;C2;2824;Vivier Louis;37;true;true
0072-A-1534-2945;;0072;72;2918;Callouët;8;true;true
0002-B-1071-2844-2807;;0002;C2;2825;Camus;38;true;true
0072-A-1534-2945;;0072;72;2921;Collège Pôle Sud;11;true;true
0002-B-1071-2844-2807;;0002;C2;2846;Ricoquais;39;true;true
0072-A-1534-2945;;0072;72;2922;Vieux Bourg;12;true;true
0002-B-1071-2844-2807;;0002;C2;2844;Champ Daguet;41;true;true
0072-A-1534-3901;;0072;72;2927;Parc de Loisirs;15;true;true
0003-A-1252-1509;;0003;C3;1254;Neruda;3;true;true
0072-A-1534-3901;;0072;72;2945;Ferme des Peupliers;17;true;true
0003-A-1252-1509;;0003;C3;1255;Condate;4;true;true
0072-A-1534-3901-2272;;0072;72;1450;Coubertin;3;true;true
0003-A-1252-1509;;0003;C3;1257;Morbihan;6;true;true
0072-A-1534-3901-2272;;0072;72;1270;Félix Eboué;4;true;true
0003-A-1252-1509;;0003;C3;1259;Rochester;8;true;true
0072-A-1534-3901-2272;;0072;72;2919;Chartres Centre;10;true;true
0003-A-1252-1509;;0003;C3;1263;Rectorat;12;true;true
0072-A-1534-3901-2272;;0072;72;2922;Vieux Bourg;13;true;true
0003-A-1252-1509;;0003;C3;1012;Sévigné;14;true;true
0072-A-1534-3901-2272;;0072;72;2930;Constant Mérel;17;true;true
0003-A-1252-1509;;0003;C3;1122;Gare Sud Féval;19;true;true
0072-A-1534-3901-2272;;0072;72;2945;Ferme des Peupliers;18;true;true
0003-A-1252-1509;;0003;C3;1127;Frères Moine;24;true;true
0072-A-1534-3901-2272;;0072;72;3909;Renaissance;19;true;true
0003-B-1509-1252;;0003;C3;1509;Henri Fréville;1;true;true
0072-A-1534-3901-2272;;0072;72;3911;Rivaudière;21;true;true
0003-B-1509-1252;;0003;C3;1705;Fossés;14;true;true
0072-A-1534-3901-2272;;0072;72;3914;Mouton Blanc;24;true;true
0003-B-1509-1252;;0003;C3;1289;Monts d'Arrée;27;true;true
0072-A-1534-3901-2272;;0072;72;3915;Caliorne;25;true;true
0004-A-1161-1052;;0004;C4;1166;Musée Beaux Arts;7;true;true
0072-A-1534-3901-2272-2749;;0072;72;1270;Félix Eboué;4;true;true
0004-A-1536-1167;;0004;C4;1312;Beaulieu Chimie;5;true;true
0072-A-1534-3901-2272-2749;;0072;72;2262;Vallon;6;true;true
0004-A-1536-1167;;0004;C4;1603;Les Préales;7;true;true
0072-A-1534-3901-2272-2749;;0072;72;2749;Touche Tizon;8;true;true
0004-A-1536-1167;;0004;C4;1161;Plaine de Baud;8;true;true
0072-A-1534-3901-2272-2749;;0072;72;2945;Ferme des Peupliers;19;true;true
0004-A-1536-1167;;0004;C4;1164;Pont de Châteaudun;12;true;true
0072-A-1534-3901-2272-2749;;0072;72;3909;Renaissance;20;true;true
0004-A-1536-1167;;0004;C4;1166;Musée Beaux Arts;14;true;true
0072-A-1534-3901-2272-2749;;0072;72;3911;Rivaudière;22;true;true
0004-A-1630-2801;;0004;C4;1617;Longs Champs Est;2;true;true
0072-A-1534-3901-2272-2749;;0072;72;3914;Mouton Blanc;25;true;true
0004-A-1630-2801;;0004;C4;1291;IUT;4;true;true
0072-A-1534-3901-2272-2749;;0072;72;3901;Bois Esnault;27;true;true
0004-A-1630-2801;;0004;C4;1160;Tournebride;8;true;true
0072-A-1534-4708;;0072;72;1534;Henri Fréville;1;true;true
0004-A-1630-2801;;0004;C4;1165;Paul Bert;15;true;true
0072-A-1534-4708;;0072;72;1449;Norvège;2;true;true
0004-A-1630-2801;;0004;C4;1052;République;17;true;true
0072-A-1534-4708;;0072;72;1450;Coubertin;3;true;true
0004-A-1630-2801;;0004;C4;1297;Villejean-Université;26;true;true
0011-B-3751-1208;;0011;11;1234;Roazhon Park;8;true;true
0072-A-1534-4708;;0072;72;1270;Félix Eboué;4;true;true
0004-B-1168-1174;;0004;C4;1168;République;1;true;true
0011-B-3751-1208;;0011;11;1246;Cimetière de l'Est;23;true;true
0072-A-1534-4708;;0072;72;2918;Callouët;8;true;true
0004-B-1168-1174;;0004;C4;1169;Musée Beaux Arts;2;true;true
0011-B-3751-1746;;0011;11;1091;Place de Bretagne;15;true;true
0072-A-1534-4708;;0072;72;2921;Collège Pôle Sud;11;true;true
0004-B-1168-1174;;0004;C4;1172;Robidou;5;true;true
0011-B-3751-1746;;0011;11;1703;TNB;17;true;true
0072-A-1534-4708;;0072;72;2945;Ferme des Peupliers;17;true;true
0004-B-1168-1630;;0004;C4;1170;Paul Bert;3;true;true
0011-B-3751-1746;;0011;11;1477;Gares;18;true;true
0072-A-1534-4708;;0072;72;3914;Mouton Blanc;23;true;true
0004-B-1168-1630;;0004;C4;1610;Tournebride;10;true;true
0011-B-3751-1746;;0011;11;1244;Mouézy;21;true;true
0072-A-1534-4708;;0072;72;3915;Caliorne;24;true;true
0004-B-1168-2046;;0004;C4;1170;Paul Bert;3;true;true
0011-B-3751-1746;;0011;11;2037;Erbonière;27;true;true
0072-A-2942-3901;;0072;72;3914;Mouton Blanc;13;true;true
0004-B-1168-2046;;0004;C4;1173;Pont de Strasbourg;6;true;true
0011-B-3751-1746;;0011;11;3015;Breillou;31;true;true
0072-B-3901-1534;;0072;72;3913;Chemin Vert;4;true;true
0004-B-1168-2046;;0004;C4;1699;François Château;7;true;true
0011-B-3751-1746;;0011;11;1072;CARSAT;34;true;true
0072-B-3901-1534;;0072;72;3908;Renaissance;8;true;true
0004-B-1168-2046;;0004;C4;1739;Beaulieu Chimie;11;true;true
0012-A-1669-1747;;0012;12;1412;Cours Kennedy;2;true;true
0072-B-3901-1534;;0072;72;2944;Ferme des Peupliers;9;true;true
0004-B-1168-2046;;0004;C4;1687;Becquerel;13;true;true
0012-A-1669-1747;;0012;12;2815;La Plesse;12;true;true
0072-B-3901-1534;;0072;72;2911;Parc de Loisirs;11;true;true
0004-B-2801-1630;;0004;C4;1309;Berger;10;true;true
0012-A-1669-1747;;0012;12;1042;Cimetière Nord;16;true;true
0072-B-3901-1534;;0072;72;2916;Auditoire;16;true;true
0004-B-2801-1630;;0004;C4;1191;Languedoc;11;true;true
0012-A-1669-1747;;0012;12;1043;Saint-Martin;17;true;true
0072-B-3901-1534;;0072;72;2702;Vallon;21;true;true
0004-B-2801-1630;;0004;C4;1188;La Salle;12;true;true
0012-A-1669-1747;;0012;12;1331;Square de la Rance;20;true;true
0072-B-3901-1534-2272;;0072;72;3903;Mouton Blanc;3;true;true
0004-B-2801-1630;;0004;C4;1091;Place de Bretagne;17;true;true
0012-A-1669-1747;;0012;12;1703;TNB;25;true;true
0072-B-3901-1534-2272;;0072;72;3908;Renaissance;8;true;true
0004-B-2801-1630;;0004;C4;1168;République;18;true;true
0012-A-1669-1747;;0012;12;1334;Châtillon;30;true;true
0072-B-3901-1534-2272;;0072;72;2912;Argoat;12;true;true
0004-B-2801-1630;;0004;C4;1699;François Château;24;true;true
0012-A-1669-1747;;0012;12;1335;Ormeaux;31;true;true
0072-B-3901-1534-2272;;0072;72;2913;Cornouaille;13;true;true
0004-B-2801-1630;;0004;C4;1174;Plaine de Baud;25;true;true
0012-A-1669-1747;;0012;12;1338;Leray;34;true;true
0072-B-3901-1534-2272;;0072;72;2272;Mivoie;22;true;true
0004-B-2801-1630;;0004;C4;1604;Les Préales;26;true;true
0012-A-1669-1747-1356;;0012;12;1671;La Harpe;4;true;true
0072-B-3901-1534-2272;;0072;72;1267;Félix Eboué;23;true;true
0004-B-2801-1630;;0004;C4;1687;Becquerel;30;true;true
0012-A-1669-1747-1356;;0012;12;2864;Cerisaie;11;true;true
0072-B-3901-1534-2272;;0072;72;1456;Coubertin;24;true;true
0004-B-2801-1630;;0004;C4;2121;Longs Champs Est;33;true;true
0012-A-1669-1747-1356;;0012;12;2815;La Plesse;12;true;true
0072-B-3901-1534-2749-2272;;0072;72;3901;Bois Esnault;1;true;true
0005-A-1103-1269;;0005;C5;1104;Hôtel de Région;2;true;true
0012-A-1669-1747-1356;;0012;12;1101;Trois Croix;15;true;true
0072-B-3901-1534-2749-2272;;0072;72;3902;Caliorne;2;true;true
0005-A-1103-1269;;0005;C5;1115;Oberthur;12;true;true
0012-A-1669-1747-1356;;0012;12;1555;Fossés;23;true;true
0072-B-3901-1534-2749-2272;;0072;72;3906;Rivaudière;6;true;true
0005-A-1103-1269;;0005;C5;1017;La Criée;18;true;true
0012-A-1669-1747-1356;;0012;12;1336;Bigot de Préameneu;32;true;true
0072-B-3901-1534-2749-2272;;0072;72;3908;Renaissance;8;true;true
0005-B-1269-1103;;0005;C5;1270;Félix Eboué;2;true;true
0012-A-1669-1747-1356;;0012;12;1338;Leray;34;true;true
0072-B-3901-1534-2749-2272;;0072;72;2928;Constant Mérel;10;true;true
0005-B-1269-1103;;0005;C5;1274;Pilate;6;true;true
0012-A-1669-1747-1356;;0012;12;1341;Landrel;37;true;true
0072-B-3901-1534-2749-2272;;0072;72;2911;Parc de Loisirs;11;true;true
0005-B-1269-1103;;0005;C5;1275;Mermoz;7;true;true
0012-B-1747-1669;;0012;12;1702;TNB;14;true;true
0072-B-3901-1534-2749-2272;;0072;72;2913;Cornouaille;13;true;true
0005-B-1269-1103;;0005;C5;1146;Thabor;15;true;true
0012-B-1747-1669;;0012;12;1704;Sévigné;17;true;true
0072-B-3901-1534-2749-2272;;0072;72;2916;Auditoire;16;true;true
0005-B-1269-1103;;0005;C5;1158;Héronière;26;true;true
0012-B-1747-1669;;0012;12;1572;Vincennes;18;true;true
0072-B-3901-1534-2749-2272;;0072;72;2906;Croix aux Potiers;19;true;true
0006-A-1161-2277;;0006;C6;1161;Plaine de Baud;1;true;true
0012-B-1747-1669;;0012;12;1041;Trois Croix;25;true;true
0072-B-3901-1534-2749-2272;;0072;72;2701;Janais;21;true;true
0006-A-1161-2277;;0006;C6;1700;François Château;2;true;true
0012-B-1747-1669;;0012;12;1102;Donelière;26;true;true
0072-B-3901-1534-2749-2272;;0072;72;1456;Coubertin;25;true;true
0006-A-1161-2277;;0006;C6;1589;Jules Maniez;16;true;true
0012-B-1747-1669;;0012;12;1677;Mandela;32;true;true
0072-B-3901-2942;;0072;72;3901;Bois Esnault;1;true;true
0006-A-1161-2277;;0006;C6;2264;Jean Jaurès;20;true;true
0013-A-3016-2284-1440;;0013;13;3012;Bourgogne;4;true;true
0072-B-3901-2942;;0072;72;3902;Caliorne;2;true;true
0006-A-1161-2277;;0006;C6;2243;Aire Libre;26;true;true
0013-A-3016-2284-1440;;0013;13;3037;Chantepie Eglise;5;true;true
0072-B-3901-2942;;0072;72;3913;Chemin Vert;4;true;true
0006-A-2089-2277;;0006;C6;2017;Champs Péans;15;true;true
0013-A-3016-2284-1440;;0013;13;3018;Rocade Sud;8;true;true
0072-B-3901-2942;;0072;72;3905;Pont-Péan Mairie;5;true;true
0006-A-2089-2277;;0006;C6;1163;Robidou;21;true;true
0013-A-3016-2284-1440;;0013;13;1347;Torigné;14;true;true
0072-B-4708-1534;;0072;72;2912;Argoat;17;true;true
0006-A-2089-2277;;0006;C6;1018;Colombier;27;true;true
0013-A-3016-2314;;0013;13;3011;Hallouvry;3;true;true
0073-A-1511-4112;;0073;73;2619;La Poste;2;true;true
0006-A-2089-2277;;0006;C6;1402;Cité Judiciaire;28;true;true
0013-A-3016-2314;;0013;13;3012;Bourgogne;4;true;true
0073-A-1511-4112;;0073;73;2640;Croix Malinge;5;true;true
0006-B-2277-2089;;0006;C6;2202;Collège Jean Moulin;5;true;true
0013-A-3016-2314;;0013;13;1442;Binquenais;16;true;true
0073-A-1511-4112;;0073;73;4553;Lande du Jardin;7;true;true
0006-B-2277-2089;;0006;C6;2290;Germaine Tillion;11;true;true
0013-A-3016-2314;;0013;13;1446;Argonautes;19;true;true
0073-A-1511-4112;;0073;73;4551;Saint-Armel Eglise;9;true;true
0006-B-2277-2089;;0006;C6;1169;Musée Beaux Arts;21;true;true
0013-A-3016-2314;;0013;13;1451;Lycée Bréquigny;25;true;true
0073-A-1511-4112-2641;;0073;73;2640;Croix Malinge;6;true;true
0006-B-2277-2089;;0006;C6;2026;Mare Pavée;37;true;true
0013-A-3016-2314;;0013;13;1452;Bréquigny Piscine;26;true;true
0073-A-1511-4112-2641;;0073;73;2628;Vaugon;7;true;true
0006-B-2277-2089;;0006;C6;2027;Fontenelle;38;true;true
0013-A-3016-2314;;0013;13;2217;25 Fusillés;27;true;true
0073-A-1511-4112-2641;;0073;73;3835;ZA Bourgbarré;11;true;true
0006-B-2277-2089;;0006;C6;2086;Bordage;43;true;true
0013-A-3016-2314;;0013;13;2207;Lilas;29;true;true
0073-A-1511-4112-2641;;0073;73;4109;Corps-Nuds Mairie;14;true;true
0006-B-2277-2089;;0006;C6;2089;Rigourdière;44;true;true
0013-A-3016-2314;;0013;13;2215;Collège Jean Moulin;35;true;true
0073-A-1511-4112-2641;;0073;73;4111;Huberdières;16;true;true
0007-A-1732-2337;;0007;C7;2315;Lande du Pont;6;true;true
0013-A-3016-2314;;0013;13;2314;Porte de Ker Lann;42;true;true
0073-B-4112-1511;;0073;73;4112;Corps-Nuds Gare;1;true;true
0007-A-1732-2337;;0007;C7;2320;Croix Madame;10;true;true
0013-A-3016-2314-1440;;0013;13;3012;Bourgogne;4;true;true
0073-B-4112-1511;;0073;73;4104;Corps-Nuds Mairie;4;true;true
0007-A-1732-2337;;0007;C7;2321;Gavrinis;12;true;true
0013-A-3016-2314-1440;;0013;13;3006;Chantepie Mairie;6;true;true
0073-B-4112-1511;;0073;73;4551;Saint-Armel Eglise;8;true;true
0007-A-1732-2337;;0007;C7;2337;Lavoisier;24;true;true
0013-A-3016-2314-1440;;0013;13;3018;Rocade Sud;8;true;true
0073-B-4112-1511;;0073;73;2627;Vaugon;11;true;true
0007-A-2281-2337;;0007;C7;2281;Saint-Jacques - Gaîté;1;true;true
0013-A-3016-2314-1440;;0013;13;3019;Val Blanc;9;true;true
0073-B-4112-1511;;0073;73;1511;La Poterie;15;true;true
0007-A-2281-2337;;0007;C7;2211;Maltière;2;true;true
0013-A-3016-2314-1440;;0013;13;1343;La Poterie;10;true;true
0073-B-4112-1511-2622;;0073;73;4103;Place de Kildare;3;true;true
0007-A-2281-2337;;0007;C7;2317;Coeur de Campus;7;true;true
0013-A-3016-2314-1440;;0013;13;1346;Hôpital Sud;13;true;true
0073-B-4112-1511-2622;;0073;73;4105;Chêne Hervé;5;true;true
0007-A-2281-2337;;0007;C7;2348;Victor Hugo;18;true;true
0013-A-3016-2314-1440;;0013;13;1445;Clemenceau;19;true;true
0073-B-4112-1511-2622;;0073;73;3816;Launay Garnier;6;true;true
0007-A-2281-2337-2243;;0007;C7;2242;Centre Météo;7;true;true
0013-A-3016-2314-1440;;0013;13;1447;Henri Fréville;21;true;true
0073-B-4112-1511-2622;;0073;73;4555;Saint-Armel Gare;9;true;true
0007-A-2281-2337-2243;;0007;C7;2309;Ker Lann;13;true;true
0013-A-3016-2314-1440;;0013;13;1622;Alma;22;true;true
0073-B-4112-1511-2622;;0073;73;2635;Croix Malinge;12;true;true
0007-A-2281-2361;;0007;C7;2281;Saint-Jacques - Gaîté;1;true;true
0013-A-3016-2314-1440;;0013;13;1450;Coubertin;25;true;true
0073-B-4551-1511;;0073;73;2635;Croix Malinge;5;true;true
0007-A-2281-2361;;0007;C7;2315;Lande du Pont;5;true;true
0013-A-3016-2314-1440;;0013;13;1452;Bréquigny Piscine;27;true;true
0073-B-4551-1511;;0073;73;2603;La Poste;7;true;true
0007-A-2281-2361;;0007;C7;2309;Ker Lann;8;true;true
0013-A-3016-2314-1440;;0013;13;2207;Lilas;30;true;true
0074-A-1510-3259;;0074;74;3217;Levant;6;true;true
0007-A-2281-2361;;0007;C7;2321;Gavrinis;11;true;true
0013-A-3016-2314-1440;;0013;13;2278;Saint-Jacques - Gaîté;31;true;true
0074-A-1510-3801;;0074;74;3216;Plardière;4;true;true
0007-A-2281-2361;;0007;C7;2323;Rabine;13;true;true
0013-A-3016-2314-1440;;0013;13;2244;Parc Expo;42;true;true
0074-A-1510-3801;;0074;74;3806;Perelle;11;true;true
0007-A-2281-2361;;0007;C7;2332;Epalet;17;true;true
0013-B-2284-3016-1467;;0013;13;2284;Saint-Jacques - Gaîté;1;true;true
0074-A-1510-3801;;0074;74;3801;Centre de Loisirs;16;true;true
0007-A-2377-2361;;0007;C7;2331;Noë;7;true;true
0013-B-2284-3016-1467;;0013;13;1455;Lycée Bréquigny;6;true;true
0074-A-1510-3810;;0074;74;3220;Surcouf;9;true;true
0007-B-2338-2281;;0007;C7;2343;Epalet;7;true;true
0013-B-2284-3016-1467;;0013;13;1459;Henri Fréville;11;true;true
0074-A-1510-3811;;0074;74;1510;Henri Fréville;1;true;true
0007-B-2338-2281;;0007;C7;2312;Etangs;18;true;true
0013-B-2284-3016-1467;;0013;13;1461;Clemenceau;13;true;true
0074-A-1510-3811;;0074;74;3216;Plardière;4;true;true
0007-B-2338-2281;;0007;C7;2281;Saint-Jacques - Gaîté;23;true;true
0013-B-2284-3016-1467;;0013;13;3008;Loges;25;true;true
0074-A-1510-3811;;0074;74;3204;Télégraphe;11;true;true
0007-B-2338-2281-2237;;0007;C7;2340;Bobinais;3;true;true
0013-B-2284-3016-1467;;0013;13;3038;Chantepie Eglise;27;true;true
0074-B-3801-1510;;0074;74;3802;Bourgbarré Mairie;3;true;true
0007-B-2338-2281-2237;;0007;C7;2361;Bruz Centre;5;true;true
0013-B-2284-3016-1467;;0013;13;3022;Hallouvry;29;true;true
0074-B-3801-1510;;0074;74;3805;Perelle;6;true;true
0007-B-2338-2281-2237;;0007;C7;2353;Victor Hugo;6;true;true
0013-B-2284-3016-1467;;0013;13;3016;Cucé;31;true;true
0074-B-3801-1510;;0074;74;3209;Surcouf;8;true;true
0007-B-2338-2281-2237;;0007;C7;2375;Châteliers;9;true;true
0013-B-2314-3016;;0013;13;2201;Morinais;7;true;true
0074-B-3801-1510;;0074;74;3212;Levant;11;true;true
0007-B-2338-2281-2237;;0007;C7;2319;Ker Lann;16;true;true
0013-B-2314-3016;;0013;13;2284;Saint-Jacques - Gaîté;13;true;true
0074-B-3801-1510;;0074;74;3213;Plardière;13;true;true
0007-B-2338-2281-2237;;0007;C7;2313;Lande du Pont;19;true;true
0013-B-2314-3016;;0013;13;2210;Lilas;14;true;true
0074-B-3811-1510;;0074;74;3811;Sept Fours;1;true;true
0007-B-2361-2281;;0007;C7;2343;Epalet;3;true;true
0013-B-2314-3016;;0013;13;1455;Lycée Bréquigny;18;true;true
0074-B-3811-1510;;0074;74;3810;Moc Souris;2;true;true
0007-B-2361-2281;;0007;C7;2304;Rabine;7;true;true
0013-B-2314-3016;;0013;13;1461;Clemenceau;25;true;true
0074-B-3811-1510;;0074;74;3260;Ormes Blanches;7;true;true
0007-B-2361-2281;;0007;C7;2322;Vert Buisson;8;true;true
0013-B-2314-3016;;0013;13;1464;Binquenais;27;true;true
0074-B-3811-1510;;0074;74;3209;Surcouf;8;true;true
0007-B-2361-2281;;0007;C7;2307;Gavrinis;9;true;true
0013-B-2314-3016;;0013;13;1686;La Poterie;33;true;true
0074-B-3811-1510;;0074;74;3210;Coteau;9;true;true
0007-B-2361-2281;;0007;C7;2311;Coeur de Campus;13;true;true
0013-B-2314-3016;;0013;13;3021;Rocade Sud;35;true;true
0074-B-3811-1510;;0074;74;3258;Haye Longue;12;true;true
0007-B-2361-2281;;0007;C7;2313;Lande du Pont;15;true;true
0013-B-2314-3016;;0013;13;3008;Loges;36;true;true
0074-B-3811-1510;;0074;74;4356;Croix du Pigeonnet;15;true;true
0007-B-2361-2281;;0007;C7;2240;St-Jacques Mairie;17;true;true
0013-B-2314-3016;;0013;13;3009;Chantepie Mairie;37;true;true
0075-A-3401-1511;;0075;75;3420;La Porte;3;true;true
0007-B-2361-2376;;0007;C7;2303;Haut Launay;6;true;true
0013-B-2314-3016;;0013;13;3038;Chantepie Eglise;38;true;true
0075-A-3401-1511;;0075;75;2603;La Poste;9;true;true
0007-B-2361-2376;;0007;C7;2304;Rabine;7;true;true
0013-B-2314-3016;;0013;13;3016;Cucé;42;true;true
0075-B-1511-3401;;0075;75;1511;La Poterie;1;true;true
0010-A-1175-1390;;0010;10;1199;Musset Cité U;8;true;true
0013-B-2314-3016-1467;;0013;13;2223;Abbé Grimault;6;true;true
0075-B-1511-3401;;0075;75;2619;La Poste;2;true;true
0010-A-1175-1390;;0010;10;1392;Montand;27;true;true
0013-B-2314-3016-1467;;0013;13;1130;Canada;21;true;true
0075-B-1511-3401;;0075;75;3409;Menault;7;true;true
0010-A-1175-1390;;0010;10;1389;Clinique La Sagesse;28;true;true
0013-B-2314-3016-1467;;0013;13;1461;Clemenceau;25;true;true
0075-B-1511-3401;;0075;75;3402;Langlois;10;true;true
0010-B-1390-1312;;0010;10;1390;Porte de Cleunay;1;true;true
0013-B-2314-3016-1467;;0013;13;1462;Combes;26;true;true
0011-B-3751-1208;;0011;11;3769;Marais;3;true;true
0010-B-1390-1312;;0010;10;1095;La Touche;13;true;true
0013-B-2314-3016-1467;;0013;13;1353;Torigné;30;true;true
0011-B-3751-1208;;0011;11;1230;Jardin Moderne;5;true;true
0010-B-1390-1312;;0010;10;1151;Vitré Danton;22;true;true
0013-B-2314-3016-1467;;0013;13;1467;Le Blosne;32;true;true
0011-B-3751-1208;;0011;11;1235;Géniaux;9;true;true
0011-A-1208-3751;;0011;11;1213;Croix Saint-Hélier;6;true;true
0013-B-2314-3016-1467;;0013;13;3021;Rocade Sud;36;true;true
0011-B-3751-1208;;0011;11;1236;Kerviler;10;true;true
0011-A-1208-3751;;0011;11;1219;Papeteries;15;true;true
0013-B-2314-3016-1467;;0013;13;3038;Chantepie Eglise;39;true;true
0011-B-3751-1208;;0011;11;1239;Chèques Postaux;13;true;true
0011-A-1208-3751;;0011;11;1222;Roazhon Park;18;true;true
0013-B-2314-3016-1467;;0013;13;3016;Cucé;43;true;true
0011-B-3751-1208;;0011;11;1240;Le Mail;14;true;true
0011-A-1746-1222;;0011;11;1067;Bourgueil;3;true;true
